acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len,num_reps
1,chain1,"1hPointSelf<self-repeated>,1hCollar<leftright>",Transmission + Interaction,B,person,3,1.396537,y,full4,full6,testing,vicar,vicar,matcher,12,N,2.777189,2,0
1,chain1,"2hPoint.Circle<full>,1hScissors-Hair<right>",Transmission + Interaction,B,loc,3,2.397776,y,full4,full6,testing,hair salon,hair salon,matcher,10,N,2.417742,2,0
1,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,B,obj,3,1.899841,y,full4,full6,testing,frying pan,frying pan,matcher,21,N,2.480068,4,2
1,chain1,1hFingerWag<right-repeated>,Transmission + Interaction,B,act,3,1.467879,n,full4,full6,testing,to preach,to preach,matcher,23,Y,1.77407,1,0
0,chain1,"1hKnock<left>,1hBadge<left>,1hKnock<left>",Transmission + Interaction,B,act,3,0.836751,n,full4,full6,testing,police officer,to make an arrest,matcher,16,Y,2.663421,3,1
1,chain1,"1hScissors-Hair<left>,1hScissors-Hair<right>",Transmission + Interaction,B,act,3,8.213129,n,full4,full6,testing,to give a haircut,to give a haircut,matcher,27,Y,2.327278,2,1
0,chain1,,Transmission + Interaction,B,person,3,17.485832,,full4,full6,testing,hairdresser,police officer,matcher,26,N,0.016571,,
1,chain1,"2hPoint.Circle<full>,1hSpace,2hSing<left>",Transmission + Interaction,B,loc,3,1.07527,y,full4,full6,testing,concert hall,concert hall,matcher,0,N,3.583393,3,0
1,chain1,"2hPoint.Circle<medium>,2hFists.wristsX",Transmission + Interaction,B,loc,3,5.76268,y,full4,full6,testing,prison,prison,matcher,33,N,3.083635,2,0
1,chain1,"1hPointSelf<self-repeated>,1hSing<right>",Transmission + Interaction,B,person,3,2.31561,y,full4,full6,testing,singer,singer,matcher,18,N,2.430338,2,0
1,chain1,2hBowl-Mix,Transmission + Interaction,B,act,3,5.072076,n,full4,full6,testing,to cook,to cook,matcher,24,Y,2.748605,1,0
1,chain1,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look+nod<left>)",Transmission + Interaction,B,loc,3,1.467332,n,full4,full6,testing,restaurant,restaurant,matcher,39,N,2.95932,4,0
1,chain1,Squint<right-left>,Transmission + Interaction,B,loc,3,0.898525,n,full4,full6,testing,darkroom,darkroom,matcher,4,N,1.772517,1,0
1,chain1,"1hCross,2hOpenBook",Transmission + Interaction,B,obj,3,1.13211,n,full4,full6,testing,bible,bible,matcher,38,N,2.516133,2,0
1,chain1,"1hPointSelf<self-repeated>,2hCamera<asymm-1Press>",Transmission + Interaction,B,person,3,3.418713,y,full4,full6,testing,photographer,photographer,matcher,8,N,2.187109,2,0
1,chain1,"2hCamera<asymm-1Press>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,3,1.662066,y,full4,full6,testing,camera,camera,matcher,32,N,2.330781,2,0
0,chain1,2hSing<left>,Transmission + Interaction,A,person,4,2.634787,n,full6,full7,testing,to sing,singer,director,0,N,3.487686,1,0
0,chain1,"1hPointSelf<self-repeated>,1hMix<left>,2hBowl-Mix",Transmission + Interaction,A,act,4,0.985707,y,full6,full7,testing,chef,to cook,matcher,2,Y,4.289535,3,0
0,chain1,"1hCross,2hOpenBook",Transmission + Interaction,A,obj,4,0.207908,n,full6,full7,testing,vicar,bible,matcher,4,N,5.024674,2,0
1,chain1,Squint<rightleft>,Transmission + Interaction,A,loc,4,0.289322,n,full6,full7,testing,darkroom,darkroom,matcher,6,N,2.430926,1,0
0,chain1,"2hCamera<asymm-1hPress>,2hCamera<asymm-1Press>",Transmission + Interaction,A,act,4,0.138561,n,full6,full7,testing,camera,to take a photo,matcher,8,Y,4.249738,2,1
1,chain1,1hScissors<leftright>,Transmission + Interaction,A,obj,4,0.536487,n,full6,full7,testing,scissors,scissors,matcher,10,N,2.386317,1,0
1,chain1,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,4,0.18504,y,full6,full7,testing,microphone,microphone,matcher,12,N,2.789841,2,0
1,chain1,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look+nod<right>)",Transmission + Interaction,A,loc,4,0.15258,n,full6,full7,testing,restaurant,restaurant,matcher,14,N,4.463285,4,0
1,chain1,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*3>,1hPointSelf<self>",Transmission + Interaction,A,person,4,0.802632,y,full6,full7,testing,photographer,photographer,matcher,16,N,3.57225,3,1
1,chain1,2hSing<left>,Transmission + Interaction,A,act,4,0.240648,n,full6,full7,testing,to sing,to sing,matcher,1,Y,3.298887,1,0
1,chain1,"2hCamera<symm-pressRepeated*2>,1hPointatObj<atObj>,2hCamera<symm-pressRepeated*2>",Transmission + Interaction,A,obj,4,0.1417,y,full6,full7,testing,camera,camera,matcher,9,N,3.122806,3,1
1,chain1,"2hPoint.Box<full>,1hCollar.Palm<rightleft>",Transmission + Interaction,A,loc,4,0.616307,y,full6,full7,testing,church,church,matcher,22,N,3.318885,2,0
0,chain1,"1hCross,2hOpenBook",Transmission + Interaction,A,act,4,0.356088,n,full6,full7,testing,bible,to preach,matcher,3,Y,3.22648,2,0
0,chain1,2hFists.wristsX<emph>,Transmission + Interaction,A,obj,4,0.137097,n,full6,full7,testing,to make an arrest,handcuffs,matcher,17,N,4.090272,1,0
1,chain1,"2hPoint.Box<full>,2hSing<right>",Transmission + Interaction,A,loc,4,0.752562,y,full6,full7,testing,concert hall,concert hall,matcher,23,N,3.456748,2,0
1,chain1,"1hScissors-Hair<right>,1hScissors-Hair<left>",Transmission + Interaction,A,act,4,0.850399,n,full6,full7,testing,to give a haircut,to give a haircut,matcher,30,Y,2.8488,2,1
1,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,4,0.385271,n,full6,full7,testing,frying pan,frying pan,matcher,5,N,2.776198,3,1
0,chain1,1hScissors-Hair<left>,Transmission + Interaction,A,person,4,0.824561,n,full6,full7,testing,to give a haircut,hairdresser,matcher,34,N,4.049786,1,0
1,chain1,"1hCollar<rightleft>,1hCollar<rightleft>",Transmission + Interaction,A,person,4,0.288866,n,full6,full7,testing,vicar,vicar,matcher,33,N,4.539669,2,1
1,chain1,"2hPoint.Box<full>,1hScissors-Hair<left>",Transmission + Interaction,A,loc,4,6.288912,y,full6,full7,testing,hair salon,hair salon,matcher,13,N,3.445194,2,0
1,chain1,"1hPointSelf<self-repeated>,1hMix,2hBowl-Mix",Transmission + Interaction,A,person,4,1.168647,y,full6,full7,testing,chef,chef,matcher,15,N,3.044572,3,0
1,chain1,"2hPoint.Box<full>,2hFists.wristsX<emph>",Transmission + Interaction,A,loc,4,1.144275,y,full6,full7,testing,prison,prison,matcher,39,N,3.03082,2,0
1,chain1,"1hKnock<left>,1hBadge<right>",Transmission + Interaction,A,act,4,1.888795,n,full6,full7,testing,to make an arrest,to make an arrest,matcher,37,Y,2.689632,2,0
1,chain1,"1hPointSelf<self-repeated>,1hKnock<left>,1hPalm<right>",Transmission + Interaction,A,person,4,1.368994,y,full6,full7,testing,police officer,police officer,matcher,7,N,2.993514,3,0
1,chain1,"2hSing<left>,2hSing<left>",Transmission + Interaction,B,act,4,1.922395,n,full6,full8,testing,to sing,to sing,matcher,1,Y,5.525932,2,1
0,chain1,"1hCollar<leftright>,CORRECT,1hCollar<leftright>*2",Transmission + Interaction,B,act,4,0.810945,n,full6,full8,testing,vicar,to preach,matcher,3,Y,6.214217,3,1
1,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,4,1.042603,y,full6,full8,testing,frying pan,frying pan,matcher,5,N,4.141125,9,7
1,chain1,"1hPointSelf<self-repeated>,1hBadge<left>,1hPointSelf<self-repeated>,1hBadge<left>,1hPointSelf<self-repeated>,1hBadge<left>",Transmission + Interaction,B,person,4,0.84372,y,full6,full8,testing,police officer,police officer,matcher,7,N,5.87568,6,4
1,chain1,"2hCamera<asymm-1Press>,1hPointatObj<atObj>,2hCamera<symm-1Press>,1hPointatObj<atObj>,2hCamera<asymm-1Press>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,4,1.394618,y,full6,full8,testing,camera,camera,matcher,9,N,5.499243,6,4
1,chain1,Squint<left-right-left>,Transmission + Interaction,B,loc,4,0.698439,n,full6,full8,testing,darkroom,darkroom,matcher,6,N,2.615026,1,0
0,chain1,"2hPoint.Circle,1hScissors-Hair<right>,1hScissors-Hair<left>,2hCircle",Transmission + Interaction,B,loc,4,0.798357,y,full6,full8,testing,to give a haircut,hair salon,matcher,13,N,4.862103,4,1
1,chain1,"1hPointSelf<self-repeated>,2hBowl-Mix,(1hBowl,1hPour<left>),2hBowl-Mix",Transmission + Interaction,B,person,4,1.738845,y,full6,full8,testing,chef,chef,matcher,15,N,4.213318,5,1
1,chain1,"2hFists.wristsX<emph>,1hPointatObj<atObj>,2hFists.wristsX<emph>",Transmission + Interaction,B,obj,4,0.774639,y,full6,full8,testing,handcuffs,handcuffs,matcher,17,N,3.832492,3,1
1,chain1,"2hCamera<asymm-pressRepeated*2>,2hCamera<asymm-pressRepeated*2>",Transmission + Interaction,B,act,4,0.666524,n,full6,full8,testing,to take a photo,to take a photo,matcher,8,Y,4.188052,2,1
1,chain1,"1hScissors<right>,1hScissors<rightleft>",Transmission + Interaction,B,obj,4,1.74591,n,full6,full8,testing,scissors,scissors,matcher,10,N,2.922276,2,1
1,chain1,"2hBox<full>,2hSing<left>,2hSing<right>",Transmission + Interaction,B,loc,4,0.440318,y,full6,full8,testing,concert hall,concert hall,matcher,23,N,4.52577,3,1
1,chain1,"1hCross,2hOpenBook,1hPointatObj<atObj>,2hPray",Transmission + Interaction,B,obj,4,0.515327,y,full6,full8,testing,bible,bible,matcher,4,N,4.362805,4,0
1,chain1,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look+nod<left>)",Transmission + Interaction,B,loc,4,3.512214,n,full6,full8,testing,restaurant,restaurant,matcher,14,N,2.91851,4,0
1,chain1,"1hPointSelf<self>,CORRECT,2hBowl-Mix<left>),(1hBowl,1hPour<left>),2hBowl-Mix<left>),(1hBowl,1hPour<left>),1hMix,1hHoldPan<shake>,2hBowl-Mix<left>",Transmission + Interaction,B,act,4,2.492141,n,full6,full8,testing,to cook,to cook,matcher,2,Y,11.554654,11,4
1,chain1,"1hScissors-Hair<left>,1hScissors-Hair<right>,1hScissors-Hair<left>",Transmission + Interaction,B,act,4,0.666626,n,full6,full8,testing,to give a haircut,to give a haircut,matcher,30,Y,3.600469,3,2
1,chain1,"1hPointSelf<self-repeated>,1hCollar<leftright>",Transmission + Interaction,B,person,4,0.330341,y,full6,full8,testing,vicar,vicar,matcher,33,N,4.434121,2,0
1,chain1,"1hPointSelf<self-repeated>,2hSing<left>",Transmission + Interaction,B,person,4,0.810268,y,full6,full8,testing,singer,singer,matcher,0,N,3.919041,2,0
1,chain1,"1hKnock<right>,(1hKnock<right-hold>,1hBadge<left-hold>),all",Transmission + Interaction,B,act,4,2.616416,n,full6,full8,testing,to make an arrest,to make an arrest,matcher,37,Y,5.454515,4,1
1,chain1,"2hBox<full>,2hFists.wristsX<emph>",Transmission + Interaction,B,loc,4,0.771395,y,full6,full8,testing,prison,prison,matcher,39,N,4.338368,2,0
1,chain1,"2hBox<full>,1hCollar<leftright>",Transmission + Interaction,B,loc,4,0.571196,y,full6,full8,testing,church,church,matcher,22,N,3.377647,2,0
1,chain1,"1hPointSelf<self-repeated>,2hCamera<asymm-1Press>",Transmission + Interaction,B,person,4,2.458634,y,full6,full8,testing,photographer,photographer,matcher,16,N,2.553965,2,0
1,chain1,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,4,1.931613,y,full6,full8,testing,microphone,microphone,matcher,12,N,2.542809,2,0
1,chain1,"1hPointSelf<self-repeated>,1hScissors-Hair<left>,1hScissors<right>",Transmission + Interaction,B,person,4,1.074592,y,full6,full8,testing,hairdresser,hairdresser,matcher,34,N,2.760359,3,1
1,chain1,"1hPointSelf<self-repeated>,1hHoldPan<shake>,1hPointSelf<self-repeated>,1hHoldPan<shake>,1hHoldPan<hold>,1hMix,1hPour",Transmission + Interaction,A,person,5,0.559028,y,full8,full9,testing,chef,chef,matcher,0,N,6.232758,7,3
1,chain1,"1hPointSelf<self-repeated>,2hCamera<symm-pressRepeated*2>,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,5,0.959237,y,full8,full9,testing,photographer,photographer,matcher,2,N,2.688375,3,1
1,chain1,"2hPoint.Box<small>,2hFists.wristsX<emph>",Transmission + Interaction,A,loc,5,3.544729,y,full8,full9,testing,prison,prison,matcher,4,N,3.132493,2,0
0,chain1,"2hPoint.Box<small>,2hCamera<symm-1Press>,2hPoint.Box<small>,2hCamera<symm-1Press",Transmission + Interaction,A,loc,5,2.237371,y,full8,full9,testing,to take a photo,darkroom,matcher,6,N,8.067868,4,2
1,chain1,"2hPoint.Box<medium>,1hCollar<rightleft>",Transmission + Interaction,A,loc,5,1.401135,y,full8,full9,testing,church,church,matcher,8,N,3.877124,2,0
1,chain1,"2hSing<right>,2hSing<left>",Transmission + Interaction,A,act,5,2.159707,n,full8,full9,testing,to sing,to sing,matcher,10,Y,2.646996,2,1
1,chain1,"1hPointSelf<self-repeated>,1hBadge<right>,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,5,1.000711,y,full8,full9,testing,police officer,police officer,matcher,12,N,3.975595,3,1
1,chain1,"2hTie,2hFists,2hFists.wristsX<emph>,1hPointatObj<atObj>,2hFists.wristsX<emph>",Transmission + Interaction,A,obj,5,1.06483,y,full8,full9,testing,handcuffs,handcuffs,matcher,14,N,4.583093,5,2
0,chain1,"2hHoldPan<shake-left>,2hHoldPan<shake-right>",Transmission + Interaction,A,act,5,13.014043,n,full8,full9,testing,frying pan,to cook,matcher,16,Y,3.927123,2,1
1,chain1,"2hPoint.Box<small>,2hSing<right>",Transmission + Interaction,A,loc,5,1.216606,y,full8,full9,testing,concert hall,concert hall,matcher,18,N,2.792699,2,0
1,chain1,"2hCamera<symm-1Press>,1hPointatObj<atObj>,2hCamera<symm-1Press>",Transmission + Interaction,A,obj,5,0.640927,y,full8,full9,testing,camera,camera,matcher,7,N,2.686588,3,1
1,chain1,"1hBadge<left>,2hFists.wristsX<centre-emph>,1hBadge<left>",Transmission + Interaction,A,act,5,1.197645,n,full8,full9,testing,to make an arrest,to make an arrest,matcher,22,Y,3.864235,3,1
1,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,A,obj,5,0.570651,y,full8,full9,testing,frying pan,frying pan,matcher,23,N,2.824854,4,2
1,chain1,"2hCamera<asymm-1Press>,2hCamera<asymm-1Press>",Transmission + Interaction,A,act,5,1.09928,n,full8,full9,testing,to take a photo,to take a photo,matcher,13,Y,3.15921,2,1
1,chain1,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,5,1.528549,y,full8,full9,testing,microphone,microphone,matcher,17,N,2.266031,2,0
0,chain1,"2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hPray,1hCross",Transmission + Interaction,A,act,5,0.866248,n,full8,full9,testing,bible,to preach,matcher,30,Y,3.683018,5,0
1,chain1,"1hPointSelf<self-repeated>,1hCollar<rightleft>,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,5,1.592599,y,full8,full9,testing,vicar,vicar,matcher,32,N,4.482086,3,1
1,chain1,"2hOpenBook,(1hPalm,1hPointatObj<atObj>,look+nod<right>)",Transmission + Interaction,A,loc,5,1.280392,n,full8,full9,testing,restaurant,restaurant,matcher,3,N,3.431078,4,0
1,chain1,"1hPointSelf<self-repeated>,2hSing<right>",Transmission + Interaction,A,person,5,0.854735,y,full8,full9,testing,singer,singer,matcher,21,N,2.496602,2,0
0,chain1,"1hCross,2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hPray",Transmission + Interaction,A,obj,5,7.026843,n,full8,full9,testing,to preach,bible,matcher,38,N,5.331323,5,0
1,chain1,"1hPoint.Box<small>,1hScissors-Hair<left>,1hScissors-Hair<right>",Transmission + Interaction,A,loc,5,1.433364,y,full8,full9,testing,hair salon,hair salon,matcher,37,N,3.639951,3,1
1,chain1,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors",Transmission + Interaction,A,obj,5,1.040487,y,full8,full9,testing,scissors,scissors,matcher,15,N,2.730964,4,2
1,chain1,"1hPointSelf<self-repeated>,1hScissors-Hair<left>,1hScissors<right>",Transmission + Interaction,A,person,5,2.178071,y,full8,full9,testing,hairdresser,hairdresser,matcher,1,N,2.994923,3,1
1,chain1,"1hScissors-Hair<left>,1hScissors-Hair<right>,1hScissors-Hair<left>",Transmission + Interaction,A,act,5,0.704707,n,full8,full9,testing,to give a haircut,to give a haircut,matcher,29,Y,3.553844,3,2
1,chain1,"1hPointSelf<self-repeated>,1hScissors-Hair<right>,1hScissors<left>",Transmission + Interaction,B,person,5,0.931186,y,full8,full10,testing,hairdresser,hairdresser,matcher,1,N,2.459093,3,1
1,chain1,"2hOpenBook<hold>,look+nod<right>",Transmission + Interaction,B,loc,5,0.634812,n,full8,full10,testing,restaurant,restaurant,matcher,3,N,2.756498,2,0
1,chain1,"2hPoint.Box<full>,2hFists.wristsX<emph>,2hPoint.Box<full>",Transmission + Interaction,B,loc,5,0.642645,y,full8,full10,testing,prison,prison,matcher,4,N,3.941304,3,1
1,chain1,"2hCamera<asymm-1Press>,1hPointatObj<atObj>,2hCamera<asymm-1Press>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,0.835938,y,full8,full10,testing,camera,camera,matcher,7,N,4.285332,4,2
1,chain1,"2hCamera<aymm-1Press>,1hPointSelf<self-repeated>,2hCamera",Transmission + Interaction,B,person,5,1.545185,y,full8,full10,testing,photographer,photographer,matcher,2,N,2.425408,3,1
1,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPour>),1hPointSelf<self-repeated>",Transmission + Interaction,B,person,5,0.906494,y,full8,full10,testing,chef,chef,matcher,0,N,2.357415,4,1
1,chain1,"2hCamera<asymm-1hPress>,2hCamera<asymm-1Press>",Transmission + Interaction,B,act,5,0.739616,n,full8,full10,testing,to take a photo,to take a photo,matcher,13,Y,3.574479,2,1
1,chain1,"1hScissors-Hair<right>,1hScissors-Hair<left>,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors",Transmission + Interaction,B,obj,5,0.277351,y,full8,full10,testing,scissors,scissors,matcher,15,N,4.826913,8,6
1,chain1,"Sing+1hMicrophone,(1hMicrophone<hold>,1hPointatObj<atObj>,Sing+1hMicrophone",Transmission + Interaction,B,obj,5,0.803684,y,full8,full10,testing,microphone,microphone,matcher,17,N,2.998498,4,2
1,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPour>),1hHoldPan<shake>",Transmission + Interaction,B,act,5,5.364465,n,full8,full10,testing,to cook,to cook,matcher,16,Y,3.254587,4,2
1,chain1,"2hSing<left>,1hPointSelf<self-repeated>,2hSing<left>",Transmission + Interaction,B,person,5,0.986893,y,full8,full10,testing,singer,singer,matcher,21,N,2.980428,3,1
1,chain1,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>",Transmission + Interaction,B,obj,5,0.924236,y,full8,full10,testing,frying pan,frying pan,matcher,23,N,2.838843,4,2
1,chain1,"2hFists.wristsX<emph>,1hPointatObj<atObj>,2hFists.wristsX<emph>",Transmission + Interaction,B,obj,5,2.260656,y,full8,full10,testing,handcuffs,handcuffs,matcher,14,N,2.7252,3,1
1,chain1,"1hKnock<right>,1hC<left>,all",Transmission + Interaction,B,act,5,7.64408,n,full8,full10,testing,to make an arrest,to make an arrest,matcher,22,Y,3.18542,3,0
1,chain1,"1hScissors-Hair<right>,1hScissors-Hair<left>,1hScissors-Hair<right>",Transmission + Interaction,B,act,5,1.0121,n,full8,full10,testing,to give a haircut,to give a haircut,matcher,29,Y,2.782288,3,2
1,chain1,"1hKnock<left>,1hC<right>,1hPointSelf<self-repeated>,1hKnock<left>",Transmission + Interaction,B,person,5,0.306252,y,full8,full10,testing,police officer,police officer,matcher,12,N,3.47237,4,1
1,chain1,"1hCross,2hOpenBook,(1hPalm,1hGive),1hPointSelf<self>,2hOpenBook,1hPoint<away-right>",Transmission + Interaction,B,act,5,2.29918,n,full8,full10,testing,to preach,to preach,matcher,30,Y,4.353359,7,1
1,chain1,"2hPoint.Box<full>,1hCollar<leftright>",Transmission + Interaction,B,loc,5,2.194759,y,full8,full10,testing,church,church,matcher,8,N,2.734282,2,0
1,chain1,"2hBox<full>,1hScissors-HoldHair<left>,1hHoldHair<right>",Transmission + Interaction,B,loc,5,0.931596,y,full8,full10,testing,hair salon,hair salon,matcher,37,N,2.936082,3,0
1,chain1,"2hBox<full>,2hSing<right>",Transmission + Interaction,B,loc,5,0.890805,y,full8,full10,testing,concert hall,concert hall,matcher,18,N,3.11865,2,0
1,chain1,"2hBox<full>,2hCamera<asymm-1Press>",Transmission + Interaction,B,loc,5,3.162696,y,full8,full10,testing,darkroom,darkroom,matcher,6,N,2.581129,2,0
1,chain1,"1hPointSelf<self>,1hCollar<leftright>",Transmission + Interaction,B,person,5,1.499723,y,full8,full10,testing,vicar,vicar,matcher,32,N,2.54392,2,0
1,chain1,"1hCross,2hOpenBook,1hPointatObj<atObj>",Transmission + Interaction,B,obj,5,1.977507,y,full8,full10,testing,bible,bible,matcher,38,N,2.649073,3,0
1,chain1,"2hSing<right>,2hSing<left>",Transmission + Interaction,B,act,5,5.288055,n,full8,full10,testing,to sing,to sing,matcher,10,Y,2.135893,2,1
,chain2,"2hMustache,2hHat,1hHoldPan<shake>,2hHoldPan<shake>*2,1hPour<left>",Transmission + Interaction,B,person,0,,n,,s25,testing,,chef,,,N,,5,0
,chain2,"Chat+1hDine,look<left>+1hChat",Transmission + Interaction,A,loc,0,,n,,s2,testing,,restaurant,,,N,,2,0
,chain2,"2hPan.Outline,2hHoldPan<shake>,(1hHoldPan<shake>,1hStir),2hHoldPan<toss>,2hHoldPan<toss>",Transmission + Interaction,A,obj,0,,n,,s3,testing,,frying pan,,,N,,6,2
,chain2,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",Transmission + Interaction,A,act,0,,n,,s4,testing,,to cook,,,Y,,6,2
